SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype Path,Source Archetype Reference Node ID
2666,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.tympanogram_hf.v0.0.1-alpha,id34,/data[id13]/items[id34],
2755,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Lab_result.lab_result.v0.0.1,id1060,/qualifiers[id1060],
3178,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.exam_lesion.v0.0.1-alpha,id7,/items[id7],
3202,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.exam_tendon_reflexes.v0.0.2-alpha,id7,/items[id7],
3259,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id7,/items[id7],
3428,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.exam.v1.0.10-alpha,id7,/items[id7],
3436,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.exam.v2.0.1,id7,/items[id7],
3481,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.gait.v0.0.1-alpha,id7,/items[id7],
3748,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.inspection_body_fluid.v0.0.1-alpha,id7,/items[id7],
4056,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.oedema.v0.0.1-alpha,id7,/items[id7],
4193,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Node.skin_sensation.v0.0.1-alpha,id7,/items[id7],
2783,Clinical management description,Active,104928-7,Clinical management information,Active,General,False,s2-EHR-Node.adverse_reaction_event.v1.0.0,id21,/items[id21],
4447,Clinician guidance,Active,104736-4,Clinician guidance Medication Narrative,Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id180,/activities[id2]/description[id180],
4225,Collection date/time,Active,68963-8,Collection date & time Specimen TmStp Pt Qn,Active,Lab Test,False,s2-EHR-Node.specimen.v1.1.2,id16,/items[id16],
4236,Collection method,Active,33724-6,Collection method Specimen Find Pt Nar,Active,Lab Test,False,s2-EHR-Node.specimen.v1.1.2,id8,/items[id8],
4234,Collection setting,Active,90041-5,Collection setting Specimen Type Pt Nom,Active,Lab Test,False,s2-EHR-Node.specimen.v1.1.2,id68,/items[id68],
1011,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Action.imaging_exam.v0.0.1-alpha,id21,/description[id21],
1027,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Action.medication.v1.2.2,id25,/description[id25],
1039,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Action.procedure.v1.4.3,id6,/description[id6],
1057,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Action.screening.v0.0.1-alpha,id32,/description[id32],
1068,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Action.service.v1.0.1,id29,/description[id29],
1090,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Admin_entry.episode_institution.v0.0.1-alpha,id11,/data[id11],
1114,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Admin_entry.translation_requirements.v1.1.1,id5,/data[id5],
1124,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Admin_entry.travel_event.v0.0.1-alpha,id18,/data[id11]/items[id18],
1128,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Admin_entry.travel_event.v0.0.1-alpha,id21,/data[id21],
1140,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.advance_care_directive.v2.0.1,id39,/data[id39],
1162,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.adverse_reaction_risk.v2.0.0,id7,/data[id7],
1169,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.alcohol_consumption_summary.v1.0.6,id20,/data[id20],
1184,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.alcohol_consumption_summary.v1.0.6,id70,/data[id65]/items[id30]/items[id70],
1189,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.alcohol_consumption_summary.v1.0.6,id88,/data[id65]/items[id88],
1226,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.art_cycle_summary.v1.0.0,id68,/data[id68],
1234,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.birth_summary.v0.0.1-alpha,id15,/data[id15],
1243,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.breast_feeding_summary.v0.0.1-alpha,id13,/data[id13],
1253,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.cause_of_death.v1.0.1,id14,/data[id14],
1266,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id10,/data[id10],
1268,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id22,/data[id16]/items[id22],
1273,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id20,/data[id20],
1289,comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id88,/data[id30]/items[id65]/items[id88],
1290,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id70,/data[id30]/items[id70],
1301,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.contraindication.v1.1.1,id9,/data[id9],
1308,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.death_summary.v1.0.0,id106,/data[id106],
1345,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.education_summary.v1.0.2,id8,/data[id8],
1352,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.ethnicity.v1.1.3,id6,/data[id6],
1377,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id47,/data[id4]/items[id47],
1393,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.financial_summary.v1.0.0,id10,/data[id10],
1402,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.food_nutrition_summary.v0.0.1-alpha,id11,/data[id11],
1415,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.gender.v1.1.1,id15,/data[id15],
1445,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.health_risk.v1.1.8,id16,/data[id16],
1454,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.health_risk.v1.1.8,id31,/data[id17]/items[id31],
1465,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.infant_feeding.v0.0.1-alpha,id20,/data[id20],
1468,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.infant_feeding.v0.0.1-alpha,id10,/data[id4]/items[id10],
1477,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.infection_investigation_classification.v0.0.1-alpha,id18,/data[id18],
1487,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.infectious_disease_summary.v0.0.1-alpha,id15,/data[id15],
1497,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.last_menstrual_period.v1.0.0,id9,/data[id9],
1500,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.living_arrangement.v0.0.1-alpha,id11,/data[id11],
1542,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.menstruation_summary.v1.1.1,id23,/data[id11]/items[id23],
1543,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.menstruation_summary.v1.1.1,id24,/data[id24],
1557,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.obstetric_summary.v1.0.1,id27,/data[id27],
1571,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.occupation_summary.v1.0.2,id7,/data[id7],
1582,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.physical_appearance.v0.0.1-alpha,id13,/data[id13],
1594,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.precaution.v1.0.4,id9,/data[id9],
1653,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id70,/data[id70],
1670,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.sexual_health_summary.v0.0.1-alpha,id16,/data[id16],
1677,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.smokeless_tobacco_summary.v1.0.0,id20,/data[id20],
1691,comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.smokeless_tobacco_summary.v1.0.0,id88,/data[id30]/items[id65]/items[id88],
1692,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.smokeless_tobacco_summary.v1.0.0,id70,/data[id30]/items[id70],
1707,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.social_network.v1.0.1,id19,/data[id19],
1717,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.source.v0.0.1-alpha,id8,/data[id8],
1723,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.specimen_summary.v1.1.0,id17,/data[id17],
1755,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id27,/data[id13]/items[id27],
1760,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id42,/data[id13]/items[id34]/items[id42],
1763,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id31,/data[id31],
1785,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.tobacco_smoking_summary.v1.1.1-alpha,id88,/data[id30]/items[id65]/items[id88],
1786,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.tobacco_smoking_summary.v1.1.1-alpha,id70,/data[id30]/items[id70],
1810,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.adl.v0.0.1-alpha,id16,/data[id16],
1820,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.adverse_reaction_monitoring.v1.0.0,id9,/data[id9],
1826,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.age.v0.0.1-alpha,id7,/data[id7],
1852,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.audiogram_result.v0.0.1-alpha,id167,/data_series[id164]/items[id7]/items[id56]/items[id167],
1862,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.audiogram_result.v0.0.1-alpha,id28,/data[id28],
1884,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.audiogram_result.v0.0.1-alpha,id167,/data[id7]/items[id56]/items[id167],
1893,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.audiogram_result.v0.0.1-alpha,id121,/qualifiers[id121],
1927,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.auditory_brainstem_response_result.v0.0.1-alpha,id21,/data[id21],
1938,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.avpu.v0.0.1-alpha,id13,/data[id13],
1952,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.behavioural_observation_audiometry_result.v0.0.1-alpha,id21,/data[id21],
1963,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2.0.6,id13,/data[id13],
1969,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_segment_area.v1.0.2,id10,/data[id10],
1980,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_segment_circumference.v1.0.1,id10,/data[id10],
1991,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_segment_discrepancy.v1.0.0,id10,/data[id10],
2001,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_segment_length.v1.1.1,id10,/data[id10],
2013,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_surface_area.v1.1.3,id20,/data[id20],
2021,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2.1.5,id64,/data[id64],
2029,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.body_weight.v2.1.6,id25,/data[id25],
2034,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.capillary_refill.v1.0.0,id41,/data[id41],
2041,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.chest_circumference.v0.0.1-alpha,id8,/data[id8],
2049,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.child_growth.v0.0.1-alpha,id20,/data[id20],
2078,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.ecg_result.v1.0.4,id116,/data[id28]/items[id116],
2115,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.ecg_result.v1.0.4,id91,/data[id91],
2129,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.ecog.v1.0.2,id14,/data[id14],
2157,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.embryo_assessment.v1.0.0,id36,/data[id36],
2177,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.exam.v1.1.3,id12,/data[id12],
2186,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.faecal_output.v0.0.1-alpha,id7,/data[id7],
2195,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.fetal_biometry.v1.0.2,id16,/data[id16],
2205,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.Fetal_growth.v0.0.1-alpha,id20,/data[id20],
2219,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.fetal_heart.v0.0.1-alpha,id10,/data[id10],
2244,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.fluid_input.v1.0.2,id33,/data[id33],
2250,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.fluid_output.v1.0.2,id33,/data[id33],
2265,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.food_item.v0.0.1-alpha,id12,/data[id12],
2277,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.fundoscopic_examination.v0.0.1-alpha,id127,/data[id137]/items[id127],
2306,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.gestational_age.v0.0.1-alpha,id20,/data[id20],
2332,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.growth_velocity.v0.0.1-alpha,id9,/data[id9],
2335,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.head_circumference.v1.0.3,id8,/data[id8],
2349,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.height.v2.0.8,id19,/data[id19],
2356,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.hip_circumference.v1.0.0,id8,/data[id8],
2361,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.jugular_venous_pressure.v0.0.1-alpha,id27,/data[id27],
2381,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.mantoux_test_result.v0.0.1-alpha,id9,/data[id9],
2394,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.medication_statement.v0.0.1-alpha,id30,/data[id30],
2425,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.nutrition_intake.v0.0.1-alpha,id12,/data[id12],
2434,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.pf_ratio.v1.0.0,id9,/data[id9],
2442,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.rinne_weber_result.v0.0.1-alpha,id19,/data[id19],
2449,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.skeletal_age.v0.0.1-alpha,id7,/data[id7],
2458,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.spirometry_result.v2.0.0,id102,/data[id102],
2498,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.tanner.v1.0.0,id28,/data[id28],
2504,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.telecommunication.v0.0.1-alpha,id5,/data[id5],
2585,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.tympanogram_226hz.v0.0.1-alpha,id22,/data[id22],
2595,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.tympanogram_226hz.v0.0.1-alpha,id55,/qualifiers[id55],
2670,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.tympanogram_hf.v0.0.1-alpha,id22,/data[id22],
2678,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.tympanogram_hf.v0.0.1-alpha,id55,/qualifiers[id55],
2698,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.waist_circumference.v1.0.3,id8,/data[id8],
2704,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.waist_height_ratio.v0.0.1-alpha,id9,/data[id9],
2706,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Direct_observation.waist_hip_ratio.v0.0.1-alpha,id12,/data[id12],
2712,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Imaging.imaging_exam_result.v1.1.1,id24,/data[id24],
2763,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.address.v1.1.0,id19,/items[id19],
2784,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.adverse_reaction_event.v1.0.0,id25,/items[id25],
2832,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.art_container_details.v0.0.1-alpha,id13,/items[id13],
2852,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.bioreagent.v0.0.1-alpha,id9,/items[id9],
2877,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.cessation_attempts.v0.0.1-alpha,id10,/items[id6]/items[id10],
2883,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.change.v0.0.1-alpha,id12,/items[id12],
2895,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.citation.v0.0.1-alpha,id4,/items[id4],
2900,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.cobb_angle.v0.0.1-alpha,id16,/items[id16],
2929,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.delay_details.v0.0.1-alpha,id12,/items[id12],
2952,Comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Node.device.v1.1.2,id9,/items[id9],
