SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype path,Source Archetype reference ID,,,,,,,,
1327,Total daily amount,Active,104810-7,Medication total daily amount Medication Num 24H Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id152,/activities[id2]/description[id63]/items[id151]/items[id152],,,,,,,,,
1328,Total daily effective dose,Active,104775-2,Medication total daily effective dose Medication Dosage Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id151,/activities[id2]/description[id63]/items[id151],,,,,,,,,
1329,Medication safety,Active,107147-1,Medication safety,Active,General,False,s2-EHR-Order.medication_order.v4,id63,/activities[id2]/description[id63],,,,,,,,,
1330,Additional instruction,Active,104796-8,Medication additional instruction Medication Doc Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id45,/activities[id2]/description[id45],,,,,,,,,
1331,Patient information,Active,74772-5,Patient Information [AHRQ],Active,General,False,s2-EHR-Order.medication_order.v4,id106,/activities[id2]/description[id106],,,,,,,,,
1332,Monitoring instruction,Active,107150-5,Monitoring instruction,Active,General,False,s2-EHR-Order.medication_order.v4,id108,/activities[id2]/description[id108],,,,,,,,,
1333,Clinical indication,Active,104720-8,Clinical indication Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id19,/activities[id2]/description[id19],,,,,,,,,
1334,Therapeutic intent,Active,104803-2,Therapeutic intent Patient Imp Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id149,/activities[id2]/description[id149],,,,,,,,,
1335,Clinician guidance,Active,104736-4,Clinician guidance Medication Type Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id180,/activities[id2]/description[id180],,,,,,,,,
1336,Order start date/time,Active,95895-9,Start date Event Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id13,/activities[id2]/description[id114]/items[id13],,,,,,,,,
1337,Order stop date/time,Active,104748-9,Medication order stop Patient Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id14,/activities[id2]/description[id114]/items[id14],,,,,,,,,
1338,Order start criterion,Active,104784-4,Medication start criterion Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id12,/activities[id2]/description[id114]/items[id12],,,,,,,,,
1339,Order stop criterion,Active,104746-3,Medication stop criteria Patient Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v4,id17,/activities[id2]/description[id114]/items[id17],,,,,,,,,
1340,Administrations completed,Active,107148-9,Administrations completed,Active,General,False,s2-EHR-Order.medication_order.v4,id61,/activities[id2]/description[id114]/items[id61],,,,,,,,,
1341,Duration of order completed,Active,104787-7,Medication duration completed Medication Time RptPeriod Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id51,/activities[id2]/description[id114]/items[id51],,,,,,,,,
1342,Order summary,Active,56445-0,Order summary,Active,General,False,s2-EHR-Order.medication_order.v4,id113,/activities[id2]/description[id114]/items[id113],s2-EHR-Info_node.medication_order_summary.v0,,,,,,,,
1343,Order details,Active,ee02613c-6982-ef11-8870-6045bdc71c8b,Order details,Active,General,False,s2-EHR-Order.medication_order.v4,id114,/activities[id2]/description[id114],,,,,,,,,
1344,Authorisation directions,Active,71573-0,Medication authorization Patient Type Pt Nom NEMSIS,Active,General,False,s2-EHR-Order.medication_order.v4,id70,/activities[id2]/description[id70],s2-EHR-Info_node.medication_authorisation.v0,,,,,,,,
1345,Dispense instruction,Active,104763-8,Medication dispense instructions Medication Prid Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id107,/activities[id2]/description[id130]/items[id107],,,,,,,,,
1346,Dispense amount,Active,82767-5,Amount dispensed Medication Num Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id66,/activities[id2]/description[id130]/items[id66],s2-EHR-Info_node.medication_supply_amount.v0,,,,,,,,
1347,Substitution direction,Active,104804-0,Medication substitution criterion Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id133,/activities[id2]/description[id130]/items[id133],,,,,,,,,
1348,Non-substitution reason,Active,104703-4,Medication non-substitution reason Patient Find Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v4,id155,/activities[id2]/description[id130]/items[id155],,,,,,,,,
1349,Priority,Active,104808-1,Medication dispense priority Medication Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id140,/activities[id2]/description[id130]/items[id140],,,,,,,,,
1350,Dispensing start date,Active,106197-7,Start date and time Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id156,/activities[id2]/description[id130]/items[id156],,,,,,,,,
1351,Dispensing expiry date,Active,104791-9,Medication dispense expiry date Medication Date Pt Qn,Active,General,False,s2-EHR-Order.medication_order.v4,id162,/activities[id2]/description[id130]/items[id162],,,,,,,,,
1352,Dispense details,Active,46696-1,Additional comments [RFC],Active,General,False,s2-EHR-Order.medication_order.v4,id171,/activities[id2]/description[id130]/items[id171],,,,,,,,,
1353,Dispense directions,Active,107131-5,Dispense directions,Active,General,False,s2-EHR-Order.medication_order.v4,id130,/activities[id2]/description[id130],,,,,,,,,
1354,Additional details,Active,46696-1,Additional comments [RFC],Active,General,False,s2-EHR-Order.medication_order.v4,id167,/activities[id2]/description[id167],,,,,,,,,
1355,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Order.medication_order.v4,id168,/activities[id2]/description[id168],,,,,,,,,
1356,Order,Active,c372922c-e68b-ef11-8872-6045bdc71c8b,Medication Order,Active,General,False,s2-EHR-Order.medication_order.v4,id2,/activities[id2],,,,,,,,,
1357,Order identifier,Active,104756-2,Order identifier Patient ID Pt Nom,Active,General,False,s2-EHR-Order.medication_order.v4,id5,/qualifiers[id5],,,,,,,,,
1358,Medication order,Active,cfa8c219-f249-ef11-886e-6045bdc71c8b,Medication order information panel,Active,General,False,s2-EHR-Order.medication_order.v4,id1,/,,,,,,,,,
1359,Medication order,Active,cfa8c219-f249-ef11-886e-6045bdc71c8b,Medication order information panel,Active,General,False,s2-EHR-Section.medication_history_heading.v1,id2,/items[id2],s2-EHR-Order.medication_order.v4,,,,,,,,
1360,Specific action,Active,14f2d87b-6982-ef11-8870-6045bdc71c8b,Medication action  ,Active,General,False,s2-EHR-Section.medication_history_heading.v1,id4,/items[id3]/items[id4],s2-EHR-Action.medication.v1,,,,,,,,
1361,Action history,Active,11492282-6982-ef11-8870-6045bdc71c8b,Medication action history list,Active,General,False,s2-EHR-Section.medication_history_heading.v1,id3,/items[id3],,,,,,,,,
1362,Medication history,Active,a591c089-6982-ef11-8870-6045bdc71c8b,Medication history information panel,Active,General,False,s2-EHR-Section.medication_history_heading.v1,id1,/,,,,,,,,,
1363,Problem/diagnosis,Active,75326-9,Problem Patient Find Pt Nom,Active,General,False,s2-EHR-Section.problem_list_headings.v1,id4,/items[id4],s2-EHR-Assessment.problem_diagnosis.v1,,,,,,,,
1364,Related assessment,Active,5dd4f991-6982-ef11-8870-6045bdc71c8b,Assessement for related issues,Active,General,False,s2-EHR-Section.problem_list_headings.v1,id6,/items[id5]/items[id6],,,,,,,,,
1365,Related issues,Active,104895-8,Problem related issues Patient Find Pt Nar,Active,General,False,s2-EHR-Section.problem_list_headings.v1,id5,/items[id5],,,,,,,,,
1366,Problem,Active,75326-9,Problem Patient Find Pt Nom,Active,General,False,s2-EHR-Section.problem_list_headings.v1,id1,/,,,,,,,,,
1367,Device name,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.device_ref.v1,id2,/items[id2],,,,,,,,,
1368,Type,Active,66464-9,Medical device type Patient Type Pt Nom PhenX,Active,General,False,s2-EHR-Entity_ref_node.device_ref.v1,id4,/items[id4],,,,,,,,,
1369,Manufacturer,Active,74719-6,Manufacturer name {Device} ID Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.device_ref.v1,id5,/items[id5],,,,,,,,,
1370,Medical device reference,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Entity_ref_node.device_ref.v1,id1,/,,,,,,,,,
1371,Name,Active,76469-6,Name Organization ID Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.organization_ref.v1,id0.2,/items[id2],,,,,,,,,
1372,Physical address,Active,90052-2,Address Organization Addr Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.organization_ref.v1,id0.3,/items[id3],,,,,,,,,
1373,Identifier,Active,76468-8,National provider ID Organization ID Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.organization_ref.v1,id0.4,/items[id4],,,,,,,,,
1374,Comms address,Active,90054-8,Email address Organization EmailAddr Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.organization_ref.v1,id0.5,/items[id5],,,,,,,,,
1375,Organization ref,Active,90055-5,Organization contact information panel Organization - Pt -,Active,General,False,s2-EHR-Entity_ref_node.organization_ref.v1,id1.1,/,,,,,,,,,
1376,Contact person,Active,90057-1,Contact name Organization Pn Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.lab_organization_ref.v1,id0.0.1,/items[id0.1],,,,,,,,,
1377,Lab organization ref,Active,106205-8,Performing laboratory panel Patient - Pt -,Active,General,False,s2-EHR-Entity_ref_node.lab_organization_ref.v1,id1.1.1,/,,,,,,,,,
1378,Name,Active,90d847a8-6c82-ef11-8870-6045bdc71c8b,Simple person name,Active,General,False,s2-EHR-Entity_ref_node.person_ref.v1,id0.2,/items[id2],,,,,,,,,
1379,Identifier,Active,106193-6,Person Patient ID Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.person_ref.v1,id0.4,/items[id4],,,,,,,,,
1380,Relationship,Active,44767-2,Relationship of subject to patient Patient Type Pt Nom,Active,General,False,s2-EHR-Entity_ref_node.person_ref.v1,id0.5,/items[id5],,,,,,,,,
1381,Reference to a Person,Active,104976-6,Information panel Person - Pt -,Active,General,False,s2-EHR-Entity_ref_node.person_ref.v1,id1.1,/,,,,,,,,,
1382,Reference to a Person,Active,104976-6,Information panel Person - Pt -,Active,General,False,s2-EHR-Entity_ref_node.self_ref.v1,id1.1,/,,,,,,,,,
1383,Specific substance,Active,88636-6,Known exposure Patient Prid Pt Nom,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id2,/items[id2],,,,,,,,,
1384,Certainty,Active,104955-0,Certainty of presence Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id3,/items[id3],,,,,,,,,
1385,Manifestation,Active,104950-1,Associated sign or symptom Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id7,/items[id7],,,,,,,,,
1386,Reaction description,Active,104949-3,Adverse reaction event summary Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id8,/items[id8],,,,,,,,,
1387,Onset of reaction,Active,76425-8,Date of onset Patient Date Pt Qn Reported,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id9,/items[id9],,,,,,,,,
1388,Duration of reaction,Active,104888-3,Duration of reaction Patient Time Pt Qn,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id10,/items[id10],,,,,,,,,
1389,Severity of reaction,Active,106196-9,Severity of reaction Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id11,/items[id11],,,,,,,,,
1390,Reaction details,Active,46696-1,Additional comments [RFC],Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id15,/items[id15],,,,,,,,,
1391,Initial exposure,Active,94652-5,Known exposure date Patient Date Pt Qn,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id16,/items[id16],,,,,,,,,
1392,Duration of exposure,Active,104905-5,Duration of exposure Patient Time Pt Qn,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id17,/items[id17],,,,,,,,,
1393,Route of exposure,Active,104965-9,Exposure route Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id18,/items[id18],,,,,,,,,
1394,Exposure description,Active,104964-2,Exposure description Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id19,/items[id19],,,,,,,,,
1395,Exposure details,Active,ae4d3052-6f82-ef11-8870-6045bdc71c8b,Citation information panel,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id20,/items[id20],s2-EHR-Info_node.citation.v0,,,,,,,,
1396,Clinical management description,Active,104928-7,Clinical management information Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id21,/items[id21],,,,,,,,,
1397,Clinical management details,Active,36172dd5-3c8e-ef11-8872-6045bdc71c8b,Clinical management information details panel,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id22,/items[id22],,,,,,,,,
1398,Reporting details,Active,a4c37e42-988d-ef11-8872-6045bdc71c8b,Reporting details,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id23,/items[id23],,,,,,,,,
1399,Information source,Active,48766-0,Information source {system} Type Pt Nom,Active,Clinical Document,False,s2-EHR-Info_node.adverse_reaction_event.v1,id24,/items[id24],,,,,,,,,
1400,Supporting clinical record information,Active,efbdc97b-988d-ef11-8872-6045bdc71c8b,Supporting clinical record information,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id26,/items[id26],,,,,,,,,
1401,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id25,/items[id25],,,,,,,,,
1402,Adverse reaction event,Active,c15eb7b6-6c82-ef11-8870-6045bdc71c8b,Adverse reaction information panel,Active,General,False,s2-EHR-Info_node.adverse_reaction_event.v1,id1,/,,,,,,,,,
1403,Body site name,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id2,/items[id2],,,,,,,,,
1404,Specific site,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id66,/items[id66],,,,,,,,,
1405,Laterality,Active,63930-2,Laterality Patient Find Pt Nom PhenX,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id3,/items[id3],,,,,,,,,
1406,Aspect,Active,9f59afc2-6c82-ef11-8870-6045bdc71c8b,Body site aspect,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id65,/items[id65],,,,,,,,,
1407,Anatomical Line,Active,11b1bdca-6c82-ef11-8870-6045bdc71c8b,Anatomical line,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id56,/items[id56],,,,,,,,,
1408,Description,Active,107132-3,Description,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id24,/items[id24],,,,,,,,,
1409,Multimedia representation,Active,107130-7,Media file panel,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id55,/items[id55],s2-EHR-Info_node.media_file.v1,,,,,,,,
1410,Anatomical location,Active,72369-2,Body site identification panel Patient - Pt -,Active,General,False,s2-EHR-Info_node.anatomical_location.v1,id1,/,,,,,,,,,
1411,Reference direction,Active,a4b8b2d9-6c82-ef11-8870-6045bdc71c8b,Circular reference direction,Active,General,False,s2-EHR-Info_node.anatomical_location_circle.v1,id0.66,/items[id0.66],,,,,,,,,
1412,Centre landmark,Active,106185-2,Landmark description Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location_circle.v1,id0.80,/items[id0.80],,,,,,,,,
1413,Circular direction,Active,106172-0,Clock face direction Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location_circle.v1,id0.62,/items[id0.62],,,,,,,,,
1414,Distance from landmark,Active,106179-5,Distance from landmark Patient Len Pt Qn,Active,General,False,s2-EHR-Info_node.anatomical_location_circle.v1,id0.81,/items[id0.81],,,,,,,,,
1415,Circular anatomical location,Active,0fb2c5e1-6c82-ef11-8870-6045bdc71c8b,Circular anatomical location panel,Active,General,False,s2-EHR-Info_node.anatomical_location_circle.v1,id1.1,/,,,,,,,,,
1416,Body site name,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id0.2,/items[id0.2],,,,,,,,,
1417,Specific site,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id0.66,/items[id0.66],,,,,,,,,
1418,Laterality,Active,63930-2,Laterality Patient Find Pt Nom PhenX,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id0.3,/items[id0.3],,,,,,,,,
1419,Aspect,Active,9f59afc2-6c82-ef11-8870-6045bdc71c8b,Body site aspect,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id0.65,/items[id0.65],,,,,,,,,
1420,Anatomical Line,Active,11b1bdca-6c82-ef11-8870-6045bdc71c8b,Anatomical line,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id0.56,/items[id0.56],,,,,,,,,
1421,Anatomical location - classical,Active,72369-2,Body site identification panel Patient - Pt -,Active,General,False,s2-EHR-Info_node.anatomical_location_classical.v1,id1.1,/,,,,,,,,,
1422,Position frame of reference,Active,a8a2a4f7-6c82-ef11-8870-6045bdc71c8b,Position frame of reference,Active,General,False,s2-EHR-Info_node.anatomical_location_precise.v1,id0.2,/items[id0.2],,,,,,,,,
1423,X offset,Active,096cef88-6e82-ef11-8870-6045bdc71c8b,X Offset,Active,General,False,s2-EHR-Info_node.anatomical_location_precise.v1,id0.3,/items[id0.3],,,,,,,,,
1424,Y offset,Active,b3090190-6e82-ef11-8870-6045bdc71c8b,Y Offset,Active,General,False,s2-EHR-Info_node.anatomical_location_precise.v1,id0.4,/items[id0.4],,,,,,,,,
1425,Z offset,Active,f545b596-6e82-ef11-8870-6045bdc71c8b,Z Offset,Active,General,False,s2-EHR-Info_node.anatomical_location_precise.v1,id0.5,/items[id0.5],,,,,,,,,
1426,Precise anatomical location,Active,109b0e9f-6e82-ef11-8870-6045bdc71c8b,Precise anatomic location panel,Active,General,False,s2-EHR-Info_node.anatomical_location_precise.v1,id1.1,/,,,,,,,,,
1427,Landmark name,Active,106185-2,Landmark description Patient Find Pt Nom,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id0.22,/items[id0.21]/items[id0.22],,,,,,,,,
1428,Laterality,Active,63930-2,Laterality Patient Find Pt Nom PhenX,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id0.63,/items[id0.21]/items[id0.63],,,,,,,,,
1429,Distance from landmark,Active,106179-5,Distance from landmark Patient Len Pt Qn,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id0.23,/items[id0.21]/items[id0.23],,,,,,,,,
1430,Direction,Active,81e123a6-6e82-ef11-8870-6045bdc71c8b,Direction from landmark,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id0.7,/items[id0.21]/items[id0.7],,,,,,,,,
1431,Relative location,Active,035dbdaf-6e82-ef11-8870-6045bdc71c8b,Relative location panel,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id0.21,/items[id0.21],,,,,,,,,
1432,Relative anatomical location,Active,37315868-3d8e-ef11-8872-6045bdc71c8b,Relative anatomical location,Active,General,False,s2-EHR-Info_node.anatomical_location_relative.v2,id1.1,/,,,,,,,,,
1433,Readiness to change,Active,5be1ddb8-6e82-ef11-8870-6045bdc71c8b,Readiness to change,Active,General,False,s2-EHR-Info_node.change.v0,id2,/items[id2],,,,,,,,,
1434,Reasons,Active,07b049c0-6e82-ef11-8870-6045bdc71c8b,Ready to change reason,Active,General,False,s2-EHR-Info_node.change.v0,id3,/items[id3],,,,,,,,,
1435,Triggers,Active,06c90ec8-6e82-ef11-8870-6045bdc71c8b,Ready to change trigger,Active,General,False,s2-EHR-Info_node.change.v0,id4,/items[id4],,,,,,,,,
1436,Positive aspects of current behaviour,Active,1491abce-6e82-ef11-8870-6045bdc71c8b,Positive aspects of current behavior,Active,General,False,s2-EHR-Info_node.change.v0,id6,/items[id6],,,,,,,,,
1437,Negative aspects of current behaviour,Active,717f4fd5-6e82-ef11-8870-6045bdc71c8b,Negative aspects of current behavior,Active,General,False,s2-EHR-Info_node.change.v0,id7,/items[id7],,,,,,,,,
1438,Positive aspects of change,Active,80fad5dc-6e82-ef11-8870-6045bdc71c8b,Positive aspects of change,Active,General,False,s2-EHR-Info_node.change.v0,id9,/items[id9],,,,,,,,,
1439,Negative aspects of change,Active,22ba4be4-6e82-ef11-8870-6045bdc71c8b,Negative aspects of change,Active,General,False,s2-EHR-Info_node.change.v0,id10,/items[id10],,,,,,,,,
1440,Barriers to change,Active,399d60ea-6e82-ef11-8870-6045bdc71c8b,Barriers to change,Active,General,False,s2-EHR-Info_node.change.v0,id11,/items[id11],,,,,,,,,
1441,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.change.v0,id12,/items[id12],,,,,,,,,
1442,Readiness for change,Active,e00b05f7-6e82-ef11-8870-6045bdc71c8b,Readiness for change information panel,Active,General,False,s2-EHR-Info_node.change.v0,id1,/,,,,,,,,,
1443,Description,Active,107132-3,Description,Active,General,False,s2-EHR-Info_node.citation.v0,id5,/items[id5],,,,,,,,,
1444,Citation,Active,42d1fefd-6e82-ef11-8870-6045bdc71c8b,Citation value,Active,General,False,s2-EHR-Info_node.citation.v0,id2,/items[id2],,,,,,,,,
1445,URI to original data,Active,6862f14a-6f82-ef11-8870-6045bdc71c8b,Citation original URI,Active,General,False,s2-EHR-Info_node.citation.v0,id3,/items[id3],,,,,,,,,
1446,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Info_node.citation.v0,id4,/items[id4],,,,,,,,,
1447,Citation,Active,ae4d3052-6f82-ef11-8870-6045bdc71c8b,Citation information panel,Active,General,False,s2-EHR-Info_node.citation.v0,id1,/,,,,,,,,,
1448,Organization identifier,Active,76468-8,National provider ID Organization ID Pt Nom,Active,General,False,s2-EHR-Info_node.device_details.v0,id2,/items[id2],,,,,,,,,
1449,Owner,Active,db3e3159-6f82-ef11-8870-6045bdc71c8b,Device owner,Active,General,False,s2-EHR-Info_node.device_details.v0,id24,/items[id24],,,,,,,,,
1450,Location,Active,36f01760-6f82-ef11-8870-6045bdc71c8b,Device location,Active,General,False,s2-EHR-Info_node.device_details.v0,id25,/items[id25],,,,,,,,,
1451,Network address,Active,a4aa4467-6f82-ef11-8870-6045bdc71c8b,Device network address,Active,General,False,s2-EHR-Info_node.device_details.v0,id26,/items[id26],,,,,,,,,
1452,Contact,Active,90057-1,Contact name Organization Pn Pt Nom,Active,General,False,s2-EHR-Info_node.device_details.v0,id27,/items[id27],,,,,,,,,
1454,Part number,Active,a5148f6f-6f82-ef11-8870-6045bdc71c8b,Device part number,Active,General,False,s2-EHR-Info_node.device_details.v0,id8,/items[id8],,,,,,,,,
1455,Manufacturer model name,Active,67716-1,Vendor device model {Device} ID Pt Nom,Active,General,False,s2-EHR-Info_node.device_details.v0,id3,/items[id3],,,,,,,,,
1456,Hardware revision,Active,cdbfbc7c-6f82-ef11-8870-6045bdc71c8b,Hardware revision,Active,General,False,s2-EHR-Info_node.device_details.v0,id9,/items[id9],,,,,,,,,
1457,Protocol revision,Active,a3b68a84-6f82-ef11-8870-6045bdc71c8b,Protocol revision,Active,General,False,s2-EHR-Info_node.device_details.v0,id11,/items[id11],,,,,,,,,
1458,Sampling frequency,Active,949de094-6f82-ef11-8870-6045bdc71c8b,Sampling frequency,Active,General,False,s2-EHR-Info_node.device_details.v0,id12,/items[id12],,,,,,,,,
1459,Range,Active,a5ce039b-6f82-ef11-8870-6045bdc71c8b,Device capable range,Active,General,False,s2-EHR-Info_node.device_details.v0,id13,/items[id13],,,,,,,,,
1460,Accuracy,Active,fcce039b-6f82-ef11-8870-6045bdc71c8b,Defvice accuracy,Active,General,False,s2-EHR-Info_node.device_details.v0,id14,/items[id14],,,,,,,,,
1461,Resolution,Active,3abb5da3-6f82-ef11-8870-6045bdc71c8b,Device resolution,Active,General,False,s2-EHR-Info_node.device_details.v0,id15,/items[id15],,,,,,,,,
1462,Regulatory status,Active,9535eca9-6f82-ef11-8870-6045bdc71c8b,Device regulatory status,Active,General,False,s2-EHR-Info_node.device_details.v0,id16,/items[id16],,,,,,,,,
1463,Date last cleaned/sterilized,Active,478d78bb-6f82-ef11-8870-6045bdc71c8b,Device cleaned date/time,Active,General,False,s2-EHR-Info_node.device_details.v0,id23,/items[id23],,,,,,,,,
1464,Date last calibrated,Active,95aa6cc3-6f82-ef11-8870-6045bdc71c8b,Device calibration date/time,Active,General,False,s2-EHR-Info_node.device_details.v0,id18,/items[id18],,,,,,,,,
1465,Date last serviced,Active,f7adc1db-6f82-ef11-8870-6045bdc71c8b,Device service date/time,Active,General,False,s2-EHR-Info_node.device_details.v0,id17,/items[id17],,,,,,,,,
1466,Formula name,Active,4eaec1db-6f82-ef11-8870-6045bdc71c8b,Device result formula name,Active,General,False,s2-EHR-Info_node.device_details.v0,id21,/items[id20]/items[id21],,,,,,,,,
1467,Formula,Active,a119c4e3-6f82-ef11-8870-6045bdc71c8b,Device result formula ID,Active,General,False,s2-EHR-Info_node.device_details.v0,id22,/items[id20]/items[id22],,,,,,,,,
1468,Formulae,Active,fa2849ea-6f82-ef11-8870-6045bdc71c8b,Device formula information,Active,General,False,s2-EHR-Info_node.device_details.v0,id20,/items[id20],,,,,,,,,
1470,Medical device details,Active,104971-7,Medical device details Patient Pn Pt Nom,Active,General,False,s2-EHR-Info_node.device_details.v0,id1,/,,,,,,,,,
1471,Dosage sequence,Active,a45a1001-7082-ef11-8870-6045bdc71c8b,Medication dosage sequence,Active,General,False,s2-EHR-Info_node.dosage.v2,id165,/items[id165],,,,,,,,,
1472,Dose,Active,30973-2,Dose number Patient Num Pt Qn,Active,General,False,s2-EHR-Info_node.dosage.v2,id145,/items[id145],,,,,,,,,
1473,Dose formula,Active,edf5b68a-7082-ef11-8870-6045bdc71c8b,Dosage formula,Active,General,False,s2-EHR-Info_node.dosage.v2,id136,/items[id136],,,,,,,,,
1474,Dose description,Active,9d469b91-7082-ef11-8870-6045bdc71c8b,Dosage description,Active,General,False,s2-EHR-Info_node.dosage.v2,id179,/items[id179],,,,,,,,,
1475,Daily timing,Active,18818-5,Medication timing + Quantity,Active,General,False,s2-EHR-Info_node.dosage.v2,id38,/items[id38],s2-EHR-Info_node.timing_daily.v1,,,,,,,,
1476,Administration rate,Active,52426-4,"Administered medication, Rate",Active,General,False,s2-EHR-Info_node.dosage.v2,id135,/items[id135],,,,,,,,,
1477,Administration duration,Active,91383-0,Medication duration Patient Time Pt Qn Reported,Active,General,False,s2-EHR-Info_node.dosage.v2,id103,/items[id103],,,,,,,,,
1478,Alternate dose,Active,f4469b91-7082-ef11-8870-6045bdc71c8b,Alternate dosage,Active,General,False,s2-EHR-Info_node.dosage.v2,id177,/items[id177],,,,,,,,,
1479,Dosage,Active,18817-7,Medication dose,Active,General,False,s2-EHR-Info_node.dosage.v2,id1,/,,,,,,,,,
1480,Ambient temperature,Active,60832-3,Temperature.ambient Room Temp Pt Qn,Active,General,False,s2-EHR-Info_node.environmental_conditions.v1,id2,/items[id2],,,,,,,,,
1481,Relative humidity,Active,65643-9,Relative humidity Air RelMCnc Pt Qn,Active,General,False,s2-EHR-Info_node.environmental_conditions.v1,id3,/items[id3],,,,,,,,,
1482,Wind velocity,Active,f6edd699-7082-ef11-8870-6045bdc71c8b,Wind velocity,Active,General,False,s2-EHR-Info_node.environmental_conditions.v1,id4,/items[id4],,,,,,,,,
1483,Wind chill temperature,Active,a373e59f-7082-ef11-8870-6045bdc71c8b,Wind chill temperature,Active,General,False,s2-EHR-Info_node.environmental_conditions.v1,id6,/items[id6],,,,,,,,,
